"ename","SNP.Acc..Matches","yield","height","lodging","DysToR8","oil","protein","seedweight","shatearly","stemtermscore","EID"
"SOYBEAN.EVALUATION.MS2000_02","PI586981",4.16,86,2,109,21,39.3,15,1,3,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI559932",3.92,82,2,137,21,42.2,12.4,1,4.2,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI592756",3.22,95,3,151,19.6,41.8,13,1.5,3,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI543794",3.6,85,2,109,20.2,42.7,15,1,3.6,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI597389",2.35,121,3.5,149,19.2,46.9,12.5,1.5,3.4,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI595765",3.72,83,1.5,141,20.6,42.3,14.2,1,3.4,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI594922",3.56,82,2,141,21,40,12.2,1,3.2,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI602496",3.2,82,4,143,19.2,45.5,11.9,1,3,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI597388",3.66,95,2,143,21.6,42.5,12.4,1,3.5,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI596414",4.21,66,2,141,20.1,40.5,14.5,1,3.8,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI595645",1.6,86,4,183,18.3,43.8,12.8,1.5,4,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI593653",2.93,109,2.5,147,18.4,42.2,13.2,1,3.4,"2"
"SOYBEAN.EVALUATION.MS2000_02","PI598222",3.93,118,3,114,20.8,40.8,13.4,1.5,3.6,"2"
"SOYBEAN.EVALUATION.MS989","PI586981",4.08,78,1,122,21,42,15.8,1,3,"3"
"SOYBEAN.EVALUATION.MS989","PI597389",2.02,106,2.5,138,17.7,48.7,12.4,1.5,3.4,"3"
"SOYBEAN.EVALUATION.MS989","PI594922",2.88,72,1.5,135,21.3,41.7,12.6,1,3.2,"3"
"SOYBEAN.EVALUATION.MS989","PI595645",2.28,97,2.5,154,18.2,44.5,11.5,1.5,4,"3"
"SOYBEAN.EVALUATION.MS989","PI602496",3.46,94,3,133,18.4,46.5,13.6,1,3,"3"
"SOYBEAN.EVALUATION.MS989","PI595765",3.86,72,1,130,21.2,42.1,14.6,1,3.4,"3"
"SOYBEAN.EVALUATION.MS989","PI597388",3.53,70,2,130,21.6,41.6,11.9,1,3.5,"3"
"SOYBEAN.EVALUATION.MS989","PI596414",3.47,60,1,131,20.1,42.5,14.5,1.5,3.8,"3"
"SOYBEAN.EVALUATION.MS989","PI559932",3.54,62,1,125,21,42.1,12,1,4.2,"3"
"SOYBEAN.EVALUATION.MS989","PI592756",3.47,84,1.5,138,20,43.3,12,1,2.5,"3"
"SOYBEAN.EVALUATION.MS989","PI593653",3.61,82,2,135,18.4,43.2,12.8,1,3.4,"3"
"SOYBEAN.EVALUATION.MS989","PI598222",3.81,125,1.5,126,20.7,43.3,13.9,1.5,3.6,"3"
"SOYBEAN.EVALUATION.IL0102","PI594304A",2.63,60,1.5,111,18.6,42,22.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603438B",2.4,70,3,109,18.2,43.5,13.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603445A",2.53,59,2.5,107,20.1,46.1,19.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603430B",3.1,53,3.5,108,20,42.4,17.2,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI603428A",1.99,72,2.5,105,17.4,48.3,16.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592907C",2.43,85,2,110,19.8,39.7,14.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI594301",1.86,38,1,107,19.7,42,20.4,2,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603447",2.84,71,3.5,108,18.1,44.5,15.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603331",1.74,34,1,104,17.5,44.8,11.3,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI592907A",1.99,70,1.5,107,23.2,35.5,11.6,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603332",2.06,77,2,103,20.7,40.3,17,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593968",2.31,39,1,103,18.3,45.1,16.2,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI592389",2.88,65,1.5,102,21.2,41.4,15,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI594170A",1.39,35,1,102,20,38.4,9.9,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI578408",2.21,74,2,103,23.1,38.3,14.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603443A",2.59,114,4.5,108,13.9,43,7.8,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI603427B",2.68,70,3.5,109,15.9,50.4,14.1,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603429C",2.41,56,2.5,103,18.7,47.1,13.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593975",1.49,28,1,102,20.5,41.6,23.9,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603357",1.11,38,1.5,100,20.2,39.8,10.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603330",2.51,40,1,102,20.5,42,14.7,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603424B",1.48,37,1.5,93,18.9,43.8,11.6,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603438A",2.14,60,3,104,20.3,39.4,12,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603666",1.5,76,2.5,109,14.5,47.7,10.6,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI578388B",2.04,51,1.5,101,17.9,45.6,15.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603360",2,58,2,99,20.5,41.7,14.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603427A",2.5,80,3,109,17.3,47.8,12.6,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578409A",2.52,75,2.5,104,20.1,40.4,17.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603383",1.91,63,2.5,97,20.3,41.7,12.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578420",2.03,64,2,105,21.8,38.6,16.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603350",2.65,70,2,106,18.6,39.8,15.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603355",2.27,38,1,94,21.7,40.4,14.7,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603356",1.91,40,1,96,22,37.6,13.3,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI583364",3.17,67,1.5,102,22.3,35.2,12.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593967",2.58,70,2.5,103,20.9,39.9,14.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593969",1.61,43,2.5,101,20.5,41.8,16.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578481",1.73,34,1,103,19.5,41.3,16.6,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603424D",2.21,64,4.5,102,18.6,39.6,10.4,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI597407B",2.56,89,2,109,18.8,40.6,13.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603424C",1.45,23,1,102,18.5,40.9,12.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI578401C",2.63,79,3,101,19.3,41.3,15.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI594296",1.39,33,1,108,20.4,45.4,18.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603352",2.4,71,2,103,20.1,42.3,14.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578407",2.15,69,2,101,23.4,38.5,13.1,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI594200",1.35,51,1,107,19.1,39.2,15.2,2,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597405C",3.03,76,2,105,21.9,39.5,11.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI594178",0.79,32,1,98,21.1,42.1,20.6,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI593970",0.99,27,1,109,20.7,47.6,19.1,3,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI504484",1.32,37,1,100,19,43.7,21.6,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603375",1.96,51,1.5,103,20.2,40.7,13.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI504485",1.15,29,1,99,18.5,44.4,19,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI578417B",2.54,86,3,100,21,40.4,14.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603431",3.13,57,3,108,20.5,39.9,17.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603324B",3.07,59,2,99,22.1,40.5,19.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603341",2.6,45,1.5,101,21.1,40.8,14.6,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI483459",0.84,37,2.5,104,13.2,51.4,4.4,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI603327",2.55,40,2,98,22.3,39.2,14,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI594314",1.29,31,1,104,21.5,37.9,14.2,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603354",2.16,61,2.5,101,21.5,39.6,12.7,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603377",2.49,84,3,106,18.8,42.6,13.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI597397A",2.76,59,1,97,23,37.4,13.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI597404",2.55,64,2,98,20.8,39.4,11.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI597429",2.06,33,1,102,21.2,38.1,14.2,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597432",2.22,37,1,97,23.1,38.3,14.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI504494",1.24,36,1,99,18.8,42.8,18.6,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603302",2.6,67,2,109,19.7,42,17.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603337A",1.48,49,1,102,14.9,50.3,8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592907B",1.88,67,2.5,107,19.6,41.2,14.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603698E",2.65,62,2,102,16.5,47.3,10.4,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603408",1.99,60,2.5,105,18.6,44.6,11.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592911B",1.57,90,3,113,19,39.5,10.3,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI597397B",3.06,70,2,102,21.7,39.5,11.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI597439",1.41,41,1,102,23.2,37.2,12.4,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI576440",3.59,66,1.3,143,18.7,40.7,16.2,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI578374",1.97,34,1,107,19.1,48.6,19.2,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI578384",2.13,37,1,106,20.5,41.2,17,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603594",0.97,75,2,115,16.9,44.9,12.6,2,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603308B",2.93,73,3,102,19.3,39.5,14.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578418",2.11,59,1.5,101,19.9,40.2,15.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578425",2.71,58,1,100,20.5,41.7,18.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603750B",0.5,40,3,125,17.6,41.1,10.8,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603338",2.02,78,1.5,103,20.6,48.5,13.6,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592524",2.99,69,1.5,103,21.2,38.6,15.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592899",1.6,63,1.5,100,21.2,41.8,16.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603349",1.79,86,3,113,19.7,38.6,15.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592957",1.53,63,2,111,21.1,38.7,13.7,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI592967",1.76,61,1.5,103,22,37.7,15.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593961",2.24,93,3.5,104,20.1,43.2,13.1,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593973",1.6,38,1,98,20,42.3,20.9,2,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI593997",1.44,33,1,96,19.8,48.1,17.6,2,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI594198",1.92,39,1,96,21,41.8,19.9,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603444B",2.68,81,4.5,108,16.9,42.9,10.4,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI603587A",2.45,114,3.5,109,17.2,42,11,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI603698D",2.55,67,2,102,16.6,46.8,10.7,1,2.5,"4"
"SOYBEAN.EVALUATION.IL0102","PI603758C",1.4,76,2.5,111,16,43.3,9.8,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI597411A",2.31,67,1.5,106,19.3,39.9,14.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI612736",3.25,57,1.5,105,19.2,40.1,13.1,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI597440B",3.04,67,2,102,19.2,40.3,14.5,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI597443",2.51,63,1,102,20.4,40.7,17.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603422B",2.08,107,4,117,16,47.3,8.3,1,5,"4"
"SOYBEAN.EVALUATION.IL0102","PI603290",0.56,38,1,111,20.6,38.7,13.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603298",2.82,49,1.5,97,22.1,39.8,17.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603305",2,44,1.5,96,20.8,38.4,12.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603323",2.53,49,1,101,19.8,40,13.4,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603329",2.46,40,1,98,22,40,12.3,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603443B",1.47,48,2.5,97,15.8,48.6,12,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603348A",2.83,53,1.5,104,19.9,40.3,13.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592907D",2.51,76,2.5,106,19.9,39.8,18.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592912B",2.19,66,2,98,21.4,39.6,15.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603373",2.43,82,2.5,101,17.7,49.1,12.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603378B",1.78,40,1,108,19.8,40.2,16.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603388",2.08,68,2,103,21,41.6,14.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593953",2.6,44,1,102,20.2,38.4,15,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603432C",2.12,47,1.5,99,19.8,41.3,13.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI594016",1.89,58,2.5,104,15.4,43,8.6,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603479",1.73,61,3.5,107,18.2,45.9,15.2,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI543794",2.94,95,2.5,157,19.1,42.6,18.6,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603698B",1.77,64,1.5,103,20.4,42.8,13.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603758A",1.19,48,3.5,106,16.9,43.2,9.7,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI597406",1.84,113,3.5,115,16.5,49.9,9.2,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI597407A",2.16,63,1,108,21,39.4,13.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI597415",2.46,69,2.5,98,21,39,11.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI612725",2.47,62,2,105,20.2,34.5,13,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI612732",0.5,32,1,111,21.1,40.6,12.3,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI612726",2.4,48,1,101,21.2,40.7,17.3,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI597440C",2.8,43,1,104,23.1,37,15,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI597446",2.63,47,1,102,22.1,37.6,13.5,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597487",1.69,39,1,100,18.8,44.8,20.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI578392A",1.41,60,1.5,107,19.7,41.6,15.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578421",2.41,68,1.5,100,22,39.6,17,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593972",2.02,38,1,103,19.3,39,7.7,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612735",2.79,63,1.5,102,21.3,36.8,13.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI542042",2.98,58,1,99,20.7,41.2,16.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603400",2.6,95,3,112,21.4,37.5,13.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593949A",1.32,33,1,103,19.3,41.2,24.2,2,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI598222",2.94,113,1.8,161,18.7,39.9,14.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI597421",2.07,51,1,102,21.1,40.9,14,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI586981",3.32,100,1.8,156,18.3,41.8,16.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578432B",2.82,57,1,101,20.4,41.8,17,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578431",2.21,58,1.5,96,22.3,40.6,17.6,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603561",1.91,52,1.5,97,23.2,39.7,15.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603546A",2.26,54,2,109,21.8,45.8,14.5,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612763",3.29,73,1.5,103,22.4,38.8,13,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603704A",1.17,73,4,107,16.3,42.6,7.2,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603758B",1.02,70,2,111,15.8,42.6,8.9,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI597405B",3.11,62,3.5,99,22.6,40.2,12.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI564524",0,65,1.5,104,20.1,40.9,13,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI597420",2.42,41,1.5,98,21,40.3,14.6,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597427A",2.09,39,1,104,21,40.3,14.4,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597427B",1.98,59,1.5,103,19,43.2,12.9,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603339B",2.15,63,1,100,19.1,48,14.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603348B",2.02,59,2,108,18.2,40.1,12.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578375B",2.8,63,2,101,15.8,51.2,10.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593971",1.49,37,1,103,21.5,39.4,18.7,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603308A",2.96,58,1.5,103,19.6,40.4,18.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603312",1.87,47,1.5,99,23.5,40.4,16.4,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603321",2.42,69,1.5,104,18.4,43.4,15.1,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI597444",2.81,62,1.5,99,22.5,38.5,16.4,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI593943",1.99,51,1.5,96,20.3,40.4,14.7,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI593942",1.86,43,1,96,20.6,39.9,14.3,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597405D",2.23,67,3,97,22.9,41.2,10.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI612724",2.76,50,1.5,112,22.1,36.2,13.9,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612761B",1.97,101,4,114,13.7,45,7.1,1,4,"4"
"SOYBEAN.EVALUATION.IL0102","PI603698H",1.88,44,1.5,99,17.9,46.6,11.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI608726",3.03,70,1,98,21.2,39.8,16.1,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578382",2.65,41,1.5,104,18.9,43.6,17.5,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI616498",3.81,62,1.5,99,22.1,37.1,17.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI612715",2.74,62,1,103,21.1,39.3,17,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603727",1.71,55,3,109,14.9,45.8,6.9,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603378A",1.53,42,1,107,20.2,40.2,14.7,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597445",2.54,46,1,102,22.4,40.1,15.4,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI559932",2.88,95,2.8,162,18.8,42.1,13.2,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603148",1.75,46,1,99,20.6,42.4,22.7,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI592970",2.18,69,1.5,108,20.9,37.6,11.4,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI612723",2.72,51,1.5,109,21.3,36.5,11.8,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612722",2.69,62,1,105,21.8,36.6,12.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578380A",2.73,64,4,101,22,38.7,14.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603307",2.88,64,2,99,20,42.8,13.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603309",1.52,36,2,102,20.6,42.7,16.8,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603293A",2.1,80,2,104,19.5,41,16,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI608438",2.5,65,1.5,106,21.7,35.5,15.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI614833",2.44,70,1.5,109,21.9,36.8,13.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578401B",2.48,55,1,102,19,43.4,16.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI602593",2.7,61,1,102,20.7,37.8,14.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI612753B",1.25,64,5,111,11.4,42.5,3.7,1,5,"4"
"SOYBEAN.EVALUATION.IL0102","PI612714B",1.54,32,1,104,20.8,38.5,12.4,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597419",2.32,55,1.5,104,21.1,39.1,14.5,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI603310",2.34,37,1,100,19.9,39.7,13.2,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI592926",2.13,67,1.5,100,20.2,45.3,16.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603361",1.81,73,1.5,108,20.4,41.1,18.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603367",1.98,96,2.5,110,18.2,40,12.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI593956A",2.35,55,1.5,96,21.7,38,14.3,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI612737",2.45,45,1,103,20.5,40.8,14.8,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612617A",2.51,62,2,111,18.8,41.6,12,1,3,"4"
