"ename","SNP.Acc..Matches","yield","height","lodging","DysToR8","oil","protein","seedweight","shatearly","stemtermscore","EID"
"SOYBEAN.EVALUATION.IL0102","PI592958",2.16,73,1.5,107,22.4,36,14,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612760",0.9,54,4,106,10.5,47.2,4.5,1,5,"4"
"SOYBEAN.EVALUATION.IL0102","PI592977",1.98,52,1,103,20.6,37.7,11.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI612713A",2.03,40,1,105,19.8,39.7,14.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603371",1.45,65,1.5,104,17.8,51.3,11.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603306",2.07,53,2,95,18.9,42.2,17.2,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI612711B",1.15,32,1.5,103,17,40.7,11.4,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI468907",1.15,103,5,115,10.7,49.5,3.2,1,5,"4"
"SOYBEAN.EVALUATION.IL0102","PI612717",2.58,42,1,103,21.6,37.9,17,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612716",2.19,43,1,107,21.8,37.4,15.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI597442",2.35,47,1.5,96,22.9,40.2,15.3,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI603698I",1.67,84,2,102,18.9,40.1,11.1,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592960",2.42,60,1.5,99,22.2,38.5,13.9,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603750A",1.74,46,2.5,112,18.6,41.5,14.2,2,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612746",1.39,39,1,111,18.4,42.8,22.1,1,1,"4"
"SOYBEAN.EVALUATION.IL0102","PI612764",2.11,51,1,97,23.3,37.3,12.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI578401A",2.45,73,2,102,19.9,39.8,14.1,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592912A",1.55,74,1.5,107,18.1,43.1,16.9,1,2,"4"
"SOYBEAN.EVALUATION.IL0102","PI612754",0.51,40,5,105,12.2,45,3.6,2,5,"4"
"SOYBEAN.EVALUATION.IL0102","PI599299",2.68,49,1,99,24,35.3,14.3,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI603304",2.4,58,1,103,21.3,39.1,17.4,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI612744",2.44,48,1,102,21.4,37.8,11.5,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI599300",0,54,1.5,102,22.9,38.8,15.7,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI602497A",2.21,44,2,97,20.6,43.2,17.8,1,3,"4"
"SOYBEAN.EVALUATION.IL0102","PI592921",2.79,52,1,104,21,39.4,17.2,1,1,"4"
"SOYBEAN.EVALUATION.IL945","PI507696B",2.7,74,1.8,109,18.8,48.2,16.1,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI518707",2.45,58,1,96,21.6,43.4,16.9,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI518706C",2.92,64,1.2,99,22.9,45.5,14.8,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI562374",3.43,86,1.2,104,23,43.7,16.8,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561301",2.51,73,1.5,97,22,45.5,16.6,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561229",2.77,76,1.8,105,20.7,46.6,19.7,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567242",1.58,66,3.5,107,16.1,43.1,12.8,1.5,2,"5"
"SOYBEAN.EVALUATION.IL945","PI567302",2.86,78,3.2,110,23.9,42,13,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561235",2.42,75,1.5,109,20.8,44,22.4,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI539862",3.24,78,1.5,105,23.1,44.5,16.5,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI538398",2.81,88,2,105,22.7,45,17,1,2.5,"5"
"SOYBEAN.EVALUATION.IL945","PI538407",2,39,1,105,21.7,41.1,25.4,1.2,1,"5"
"SOYBEAN.EVALUATION.IL945","PI518703",2.53,52,1,97,21,46.3,15.9,1,1.5,"5"
"SOYBEAN.EVALUATION.IL945","PI567152",2.54,61,1,108,16.6,42.1,28.2,2,1,"5"
"SOYBEAN.EVALUATION.IL945","PI561318A",2.87,86,2.5,103,18.5,42.6,13.3,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561341B",3.05,76,1.8,110,19.7,43.6,19.9,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI518754",3.08,70,1.8,100,22.8,44.3,15.6,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561367",3.1,53,1,103,19.6,42.6,18.2,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561374",2.44,62,2,101,17.7,47.3,17.3,1.8,2,"5"
"SOYBEAN.EVALUATION.IL945","PI567151",2.38,54,1.2,106,17.8,39.3,25.1,2.2,1,"5"
"SOYBEAN.EVALUATION.IL945","PI567159A",2.74,72,1,108,18.9,43.1,16.3,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567229B",3.02,70,2,111,17.3,48.3,17.8,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567215C",3.09,117,2.5,103,20.2,41.7,12.3,1,2.8,"5"
"SOYBEAN.EVALUATION.IL945","PI567229A",3.04,64,1.5,110,18.7,43.3,14.3,1,1,"5"
"SOYBEAN.EVALUATION.IL945","PI561238",3.01,69,1,107,21.4,46.9,16.9,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567473A",2.3,69,2.2,108,18.1,44.5,14.6,1,2.5,"5"
"SOYBEAN.EVALUATION.IL945","PI561315",2.83,52,1.5,109,20.8,41.9,19.5,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI561353",3.01,51,1,100,20.5,42.3,18.5,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI518710",2.49,84,1.5,104,22.6,43,16.1,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI549067",2.07,42,1,101,22.3,43.8,22.7,2,2,"5"
"SOYBEAN.EVALUATION.IL945","PI557010",3.53,90,1.5,105,23,42.1,14.2,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI557011",3.12,80,1,105,22.8,44,16.2,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI542768",3.46,76,1,109,22.7,44,17.2,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561354",3.48,74,1.2,109,19.8,42.8,17.5,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567250A",1.66,53,2,103,14.1,46.4,10.8,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI549055",2,36,1,105,20.1,42.6,19.7,1.8,2,"5"
"SOYBEAN.EVALUATION.IL945","PI549071",1.89,48,1.2,108,19.8,39.4,25.1,2.8,1.5,"5"
"SOYBEAN.EVALUATION.IL945","PI507715B",1.43,60,2.2,93,18.3,48.6,12.3,3,2,"5"
"SOYBEAN.EVALUATION.IL945","PI549066",2.08,34,1,107,21.5,44.5,20.8,2,1,"5"
"SOYBEAN.EVALUATION.IL945","PI532439",2.53,39,1,105,21.9,46.1,18.1,1,1,"5"
"SOYBEAN.EVALUATION.IL945","PI539863",3.2,87,1.2,105,20.7,47.1,17.6,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI539865",3.35,91,1.8,107,19.7,48.7,20.6,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI540554",3.52,76,1.5,109,22.8,45.6,17.6,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI542042",2.87,78,1,99,21.1,46.6,18.3,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567169",2.98,76,1.8,108,19.7,43,16.1,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI567785",3.18,58,1,105,23.2,45.6,15.2,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI512322B",2.68,80,2.2,101,20.6,47.5,13.5,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI518753",2.49,70,1.2,98,23,46.2,15.2,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI549049A",2.84,84,2.2,109,21.3,45.8,17.1,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561228",2.13,74,2.2,104,20.7,43.5,18.7,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561241",2.5,72,1.5,109,20.6,42.6,25,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561299B",2.67,57,1.2,99,22.3,44.4,18.3,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567214A",3,92,2,101,21.5,40.8,16.1,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567214B",2.46,90,2,99,22.3,40.5,15.5,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567473B",2.37,65,2,109,18.4,43.2,13.3,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI567782",3.01,72,1,103,24.2,41.9,14.9,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI549049B",2.32,72,1.8,102,22.6,43.2,14,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI532447",2.96,76,3.5,103,22.3,45.3,12.1,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI532471",1.32,48,1,109,21.3,43,24.6,2.5,1,"5"
"SOYBEAN.EVALUATION.IL945","PI567425A",2.63,102,2.8,106,18.3,44.2,13.5,1,3.5,"5"
"SOYBEAN.EVALUATION.IL945","PI507697",2.74,66,1.5,101,21.5,45.3,11.7,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI507678",2.84,78,1.2,105,20.5,43.3,16.8,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI548647",3.37,70,1,105,22.1,44.2,15.7,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI518709",2.27,65,1,103,19.9,44.7,14.3,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI518750",2.38,64,1,98,25.4,42.7,14.3,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI518752",2.8,62,1,99,22.7,44.1,13.8,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI532441A",2.74,97,2,103,20.5,48.6,13.8,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI532468",1.96,38,1,106,19.5,45.5,25.4,1.5,2,"5"
"SOYBEAN.EVALUATION.IL945","PI539864",3.08,94,1.8,110,21.4,46.1,17.9,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI567261A",1.91,92,3,111,14.3,44.5,8.5,1.5,2,"5"
"SOYBEAN.EVALUATION.IL945","PI561296C",2.82,54,1.2,101,21.9,45.6,15.2,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI543794",2.15,107,2.5,159,19.4,43.5,14.6,1,1,"5"
"SOYBEAN.EVALUATION.IL945","PI574478A",3.29,70,1.5,110,17.2,44.9,16.6,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI561327A",3.05,78,1.2,109,19.4,41,15.4,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561331",2.8,74,1.8,101,18.4,41,12.7,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI546038",2.84,71,1,103,22.6,46.4,15.2,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI546487",3.32,82,1.2,106,21.6,45.1,14.8,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561284",2.88,58,1,101,21.6,43,20.6,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561302C",2.17,64,1.5,98,19.7,47.2,14.1,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561308",2.03,56,1,101,17.8,48.7,13.6,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI549068",1.96,38,1,104,22.1,42,24.5,1.2,2,"5"
"SOYBEAN.EVALUATION.IL945","PI532444A",1.77,104,2.5,107,17.2,38,8,1,4,"5"
"SOYBEAN.EVALUATION.IL945","PI507693",2.73,78,2,99,19.7,46,13.1,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI507701",2.28,66,1.2,102,22.5,45.1,12.1,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI507712",2.17,70,2.2,92,20.1,47.9,13.9,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI561333",3.18,82,3.5,106,19.6,42.8,15.7,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI561304B",2.44,70,1.8,98,20.5,42.2,15.2,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561307",2.39,66,1,101,18.4,43,14.5,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561318B",2.7,90,2.2,109,16.7,41.1,13.1,1,3.5,"5"
"SOYBEAN.EVALUATION.IL945","PI561341A",2.64,63,2.5,98,21.2,41.3,15.4,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561348",2.22,56,1.2,109,20.5,42.4,23.3,3,2,"5"
"SOYBEAN.EVALUATION.IL945","PI507695",2.42,64,1.5,105,22.9,44.1,13.7,1.2,2,"5"
"SOYBEAN.EVALUATION.IL945","PI576440",3.91,81,1.2,141,20.3,46.2,14.2,1,1,"5"
"SOYBEAN.EVALUATION.IL945","PI507683",3.29,70,1.8,107,22.1,45.4,14.7,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561377",3.77,78,2,111,19.1,41.9,12,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI507709",2.76,60,1.2,103,21.1,45.5,13.9,1,2,"5"
"SOYBEAN.EVALUATION.IL945","PI561346",2.59,78,3.2,101,21.8,40.8,15.8,1,3,"5"
"SOYBEAN.EVALUATION.IL945","PI561337",3.21,60,1.5,103,19.8,42.5,16.2,1,2,"5"
"SOYBEAN.EVALUATION.MN945","PI507697",1.91,79,2.5,126,17.9,43.2,13.6,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567473A",2.17,89,4,133,19.7,42.3,16.5,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI567473B",1.78,84,4,134,19.1,42.4,15.3,1,2.5,"6"
"SOYBEAN.EVALUATION.MN945","PI539863",2.47,106,2.5,130,19.6,43.5,21.8,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567159A",1.98,95,2.5,136,17.2,42.6,17.5,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI532447",2.58,96,5,135,18.9,42.4,15.7,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI532439",2.3,66,1.5,134,19.6,41,19.6,1,1,"6"
"SOYBEAN.EVALUATION.MN945","PI567782",2.28,96,2.5,125,20.8,40.2,17.2,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI507693",2.22,108,3.5,122,18,44.4,17.1,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567214B",2.17,120,3.5,124,20.4,40.4,17.8,1,3.5,"6"
"SOYBEAN.EVALUATION.MN945","PI507712",1.84,82,3.5,116,18.2,45.2,17.5,1,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI567169",1.99,99,3.5,135,19.4,43.2,18.4,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI561304B",2.31,104,3.5,128,20.1,42.5,19.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567242",1.68,114,4,144,15.7,43.9,14.3,1.5,2.5,"6"
"SOYBEAN.EVALUATION.MN945","PI507709",2.55,75,2.5,127,18.5,42.9,16.3,1,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI561241",2.33,106,3,133,19.9,41.4,33.2,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI539862",2.5,104,2,130,19,44.3,20.8,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI518753",3.17,104,3,121,20,42.7,17.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI532441A",2.06,138,3.5,137,18.1,45.4,16,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI518754",2.25,94,3,124,20.1,42.1,17.5,1,2.5,"6"
"SOYBEAN.EVALUATION.MN945","PI507683",1.91,83,1.5,132,18.8,43.6,16.2,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561302C",2.12,100,3.5,123,18.5,42.9,16.3,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561284",2.81,94,2.5,124,20.4,41.3,19.5,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567250A",1.53,91,3.5,135,13.6,48.4,12.4,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI561331",2.35,100,2.5,123,17.5,43.5,14.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561333",2.13,103,4,131,18.8,43,16.4,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI548647",2.56,108,3,129,20.2,41.9,17.4,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI507695",2.25,88,3,128,18.6,43.3,19.3,1.2,2,"6"
"SOYBEAN.EVALUATION.MN945","PI561318A",1.97,118,4.5,129,17.1,45.4,14.5,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI546487",3.32,106,2,132,20.3,41.4,18.6,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI546038",2.85,96,1,128,19.8,44.1,16.8,NA,3,"6"
"SOYBEAN.EVALUATION.MN945","PI507701",2.16,86,2.5,123,19.3,43.8,13.8,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI532471",2.13,68,2,128,17.8,42,30.1,2.5,1,"6"
"SOYBEAN.EVALUATION.MN945","PI561238",2.06,86,3,136,18.8,43.2,19.7,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI507696B",2.03,90,4.5,138,18.7,45,22,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI539864",2.42,110,3.5,137,19.4,43.7,23.3,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI532444A",1.11,132,4,137,18.8,43.3,9.6,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI532468",2,60,2,125,18.9,40.8,34.5,1.5,1,"6"
"SOYBEAN.EVALUATION.MN945","PI561318B",1.89,106,3.5,129,16.1,43,14.6,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI538407",2.3,54,2,125,18.9,39.4,36.7,1.2,1,"6"
"SOYBEAN.EVALUATION.MN945","PI561308",1.88,70,2,124,18.2,42.4,14.4,1,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI540554",2.97,103,1.5,136,20.4,43,20.8,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561367",3.1,74,1,122,19.9,42.2,21.1,1,2.5,"6"
"SOYBEAN.EVALUATION.MN945","PI567229A",2.45,85,2.5,132,18.1,43.1,14.3,1,1,"6"
"SOYBEAN.EVALUATION.MN945","PI507678",1.86,99,2.5,127,18.8,43.5,16.6,1,2.8,"6"
"SOYBEAN.EVALUATION.MN945","PI561299B",2.6,92,2.5,125,20.7,42.2,23.3,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567214A",2.18,86,3.5,125,20.2,40.8,18,1,3.5,"6"
"SOYBEAN.EVALUATION.MN945","PI507715B",1.39,72,3.5,108,17.3,43.4,15.4,3,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI567787",1.76,60,2,98,18.6,42.7,16.7,3,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561341A",2.15,85,4.5,125,20.7,41,17.8,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561346",1.91,114,4,127,19.8,40.9,18.5,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561341B",2.51,110,3,138,19.9,42.3,22.8,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567215C",1.78,132,3.5,127,19,42.2,12.2,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI567229B",2.04,96,3.5,133,18.1,45.4,18.9,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI557011",2.91,100,2,130,20.6,41.6,18.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561307",2.27,97,3.5,126,19.9,42.5,19.3,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI542768",2.6,102,2.5,135,19.6,42,18.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561327A",2.03,106,2.5,136,17,43.5,16.4,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561337",2.13,85,3.5,129,19,42.8,18.9,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI561353",2.98,58,1,120,19.6,42.5,22,1,2.5,"6"
"SOYBEAN.EVALUATION.MN945","PI561354",2.55,92,2.5,131,19.5,41.8,20,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI549067",2.25,50,2,125,19,41.7,33.2,2,1,"6"
"SOYBEAN.EVALUATION.MN945","PI557010",2.75,114,2,130,20.4,40.2,15.5,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561229",2.36,102,2.5,136,19.5,43.3,23,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI561235",2.53,96,2.5,132,20,42.6,28.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567261A",0.89,100,4.5,140,15.8,43.7,9,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI539865",2.51,104,3.5,130,19.3,43.9,23,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567785",3.08,80,2,124,20.4,42.5,18.8,1,2.5,"6"
"SOYBEAN.EVALUATION.MN945","PI542042",2.82,96,1.5,124,19,44.3,22.9,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI518750",2.3,81,2,119,20,41.3,16.8,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI512322B",1.74,103,3,130,18.2,42.9,14.8,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI562374",3.16,124,3,125,20.8,40.9,17.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI549068",2.39,48,1.5,125,19.2,40.2,34.4,1.2,1,"6"
"SOYBEAN.EVALUATION.MN945","PI561377",2.03,113,5,136,18.7,41.7,12.6,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI518752",2.41,88,2.5,122,20.2,41.2,14.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567151",1.98,72,3.5,141,14.9,41.4,30,1,1,"6"
"SOYBEAN.EVALUATION.MN945","PI567152",1.3,68,3,144,15.2,39.3,28.7,2,1,"6"
"SOYBEAN.EVALUATION.MN945","PI561301",2.09,98,4,123,19.5,43.5,24.2,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567302",1.25,99,5,141,15,40.1,13.7,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI567425A",1.5,118,4.5,139,18.9,42.9,14.3,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI549049A",2.46,118,4.5,134,19.4,42.2,19.9,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI518707",2.42,84,2,123,20.1,41.5,20.3,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI518709",1.98,90,2,137,17.8,45.6,18.2,1,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI574478A",2.2,97,2.5,140,17.2,45.2,17.7,1,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI549049B",2.31,94,3.5,128,19.1,42.8,17.4,1,1,"6"
"SOYBEAN.EVALUATION.MN945","PI549055",2.28,61,2,127,18.4,42.1,33.7,1,1,"6"
"SOYBEAN.EVALUATION.MN945","PI518710",2.41,94,2.5,135,19.8,39.7,19.8,1,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI561348",2.04,72,2,123,19,42.1,31.5,3,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI561228",2.74,109,4,133,19.8,42.6,23.5,1,3,"6"
"SOYBEAN.EVALUATION.MN945","PI518703",2.22,72,1,121,19.4,42.7,19.6,1,1,"6"
"SOYBEAN.EVALUATION.MN945","PI538398",1.96,110,3.5,134,20.1,42.9,19.1,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI561296C",2.26,78,3.5,128,18.6,43.2,18.1,1,1,"6"
"SOYBEAN.EVALUATION.MN945","PI549066",2.08,52,1,123,19.2,42,24.3,2,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI561374",1.6,78,3,124,17,45.4,18.1,1.8,1.5,"6"
"SOYBEAN.EVALUATION.MN945","PI518706C",3.16,85,1.5,127,20.4,42.6,19.4,1,2,"6"
"SOYBEAN.EVALUATION.MN945","PI549071",1.93,55,2.5,138,15.1,46.8,28.5,2.8,1,"6"
"SOYBEAN.EVALUATION.MN945","PI561315",2.19,78,2.5,137,19.6,41.9,20.2,1,1,"6"
